Gender,Own_Car,Own_Realty,Children_Count,Annual_Income,Income_Type,Education_Level,Family_Status,Housing_Type,Age_Years,Employment_Years,Has_Work_Phone,Has_Phone,Has_Email,Family_Members,Overdue_Months,Target_Reject
M,Y,Y,1,64900.0,Working,Secondary,Married,House / apartment,62.5,4.0,0,1,0,3,1,1
F,N,N,1,69200.0,Working,Higher education,Widow,Municipal apartment,36.7,7.7,0,0,0,3,1,0
M,Y,N,2,99500.0,Commercial associate,Secondary,Civil marriage,With parents,43.8,1.8,0,1,0,4,1,0
F,N,N,2,37200.0,Working,Secondary,Civil marriage,House / apartment,22.5,13.3,1,1,1,4,1,1
M,N,Y,0,80700.0,Pensioner,Lower secondary,Single,House / apartment,21.0,0.0,0,1,0,2,1,1
F,Y,Y,1,259800.0,Working,Secondary,Married,House / apartment,32.6,2.4,0,0,0,3,1,0
M,Y,Y,1,61100.0,Working,Higher education,Married,House / apartment,49.6,4.7,1,1,0,2,0,0
M,Y,Y,0,32800.0,Working,Higher education,Civil marriage,House / apartment,40.3,1.9,1,0,1,1,1,0
F,N,Y,1,89800.0,Commercial associate,Secondary,Married,House / apartment,34.1,1.9,0,1,0,3,2,0
M,Y,Y,0,46600.0,Working,Secondary,Married,With parents,44.7,0.5,0,0,1,1,1,0
F,N,N,0,69300.0,Commercial associate,Secondary,Married,House / apartment,33.9,6.3,1,1,0,2,0,0
M,N,N,1,126000.0,Pensioner,Higher education,Married,House / apartment,55.1,0.0,1,1,0,3,3,0
F,Y,Y,0,96700.0,State servant,Secondary,Single,House / apartment,55.6,6.9,0,1,1,2,1,0
M,Y,Y,1,57300.0,Working,Secondary,Married,House / apartment,33.7,5.0,1,1,1,2,2,0
F,N,N,0,111200.0,Working,Higher education,Single,House / apartment,31.5,7.5,0,1,1,2,2,0
F,Y,Y,0,31800.0,Commercial associate,Secondary,Civil marriage,House / apartment,39.2,20.4,0,1,1,2,0,0
M,Y,N,0,80700.0,State servant,Higher education,Married,House / apartment,44.7,2.5,1,1,0,1,0,0
M,N,N,1,60400.0,Student,Higher education,Married,House / apartment,37.0,3.4,0,1,1,3,0,0
M,Y,Y,0,22500.0,Working,Higher education,Married,House / apartment,51.5,2.0,0,0,0,2,2,0
F,N,N,0,39900.0,Commercial associate,Higher education,Widow,House / apartment,42.9,,1,1,0,1,2,1
M,Y,N,0,72600.0,Working,Secondary,Married,House / apartment,52.0,2.6,0,1,1,2,0,0
F,N,Y,1,106200.0,Working,Academic degree,Married,House / apartment,27.7,0.4,0,0,0,2,0,0
M,N,Y,0,73900.0,Working,Secondary,Single,With parents,33.5,11.7,0,1,1,2,0,0
M,Y,N,0,63100.0,Working,Secondary,Married,House / apartment,45.9,7.5,0,1,0,1,0,0
F,Y,Y,0,109600.0,Working,Secondary,Separated,House / apartment,40.6,2.2,0,0,0,2,1,0
F,Y,N,0,83900.0,Working,Academic degree,Separated,With parents,37.9,2.4,0,1,0,1,1,0
M,N,Y,1,120400.0,Commercial associate,Higher education,Married,House / apartment,34.3,5.1,0,1,0,2,0,0
M,N,Y,0,97500.0,Working,Higher education,Single,House / apartment,41.0,9.6,0,0,1,1,2,0
M,Y,N,0,51200.0,Commercial associate,Secondary,Married,House / apartment,55.7,7.6,0,1,0,2,0,0
F,N,Y,0,102300.0,Working,Higher education,Single,House / apartment,21.0,0.2,1,1,0,1,2,0
F,N,Y,1,118200.0,Working,Higher education,Single,House / apartment,38.3,9.2,0,0,0,3,1,0
F,N,Y,1,147300.0,Working,Higher education,Married,House / apartment,38.8,12.8,1,1,1,3,4,0
F,Y,Y,0,56200.0,Working,Secondary,Married,House / apartment,28.0,0.6,0,0,1,1,0,0
F,N,Y,0,61000.0,Commercial associate,Secondary,Separated,Municipal apartment,38.3,8.8,1,0,1,2,1,0
F,N,Y,1,113600.0,Working,Secondary,Married,Rented apartment,22.0,1.7,1,0,0,3,0,0
F,N,Y,0,111400.0,Working,Secondary,Single,Rented apartment,33.6,1.1,0,1,0,2,0,0
M,Y,Y,0,56700.0,Working,Secondary,Married,With parents,37.0,4.7,1,1,0,2,0,0
M,Y,Y,0,52200.0,Commercial associate,Secondary,Married,House / apartment,39.9,4.8,1,0,1,1,4,1
M,N,Y,1,58900.0,Pensioner,Secondary,Civil marriage,House / apartment,60.6,0.0,1,1,1,3,2,1
M,N,Y,0,76100.0,Working,Secondary,Married,House / apartment,31.0,13.9,1,1,0,2,1,0
F,Y,Y,0,46900.0,Working,Secondary,Single,House / apartment,25.4,1.7,0,0,0,1,2,1
F,N,N,1,90200.0,Working,Incomplete higher,Married,House / apartment,50.9,5.5,0,1,1,3,1,0
M,Y,Y,0,30800.0,Commercial associate,,Married,House / apartment,21.0,3.2,1,1,1,2,1,1
M,Y,Y,1,48300.0,Working,Secondary,Separated,Co-op apartment,33.2,12.4,0,0,1,3,0,0
F,Y,N,0,80200.0,Commercial associate,Secondary,Married,House / apartment,36.4,0.9,0,0,0,2,0,0
F,Y,Y,1,46200.0,Commercial associate,Secondary,Separated,House / apartment,29.6,0.5,0,1,1,2,1,1
M,N,Y,0,59300.0,State servant,Incomplete higher,Separated,House / apartment,39.0,29.6,0,1,0,2,1,0
F,Y,Y,0,68600.0,Commercial associate,Secondary,Separated,House / apartment,32.9,5.2,0,0,0,1,0,0
M,Y,Y,0,211200.0,Commercial associate,Secondary,Separated,Rented apartment,21.0,14.6,0,1,0,2,0,0
M,N,Y,2,38100.0,Working,Lower secondary,Married,House / apartment,46.8,3.1,0,1,1,4,0,1
F,Y,N,1,82300.0,State servant,Secondary,Separated,House / apartment,47.2,5.6,0,1,1,2,0,0
F,N,Y,0,43800.0,Pensioner,Secondary,Married,Rented apartment,29.1,0.0,0,0,1,2,2,1
M,N,Y,0,43000.0,Working,Secondary,Married,House / apartment,34.0,25.7,1,1,0,2,4,1
F,Y,N,1,47200.0,Pensioner,Secondary,Married,House / apartment,60.4,0.0,0,1,1,2,0,1
F,Y,N,0,67600.0,Working,Academic degree,Married,House / apartment,44.9,0.8,0,1,0,2,0,1
F,N,Y,0,149800.0,Pensioner,Secondary,Single,House / apartment,40.0,0.0,0,1,1,1,0,0
F,N,Y,0,131600.0,Pensioner,Incomplete higher,Married,House / apartment,57.8,0.0,0,0,1,2,1,0
F,N,N,1,58200.0,Working,Academic degree,Married,With parents,22.2,7.8,0,1,0,3,0,0
F,N,Y,0,64000.0,Commercial associate,Secondary,Married,Municipal apartment,21.0,28.1,0,1,1,2,1,0
F,N,Y,0,98300.0,Working,Secondary,Married,House / apartment,41.8,10.0,0,0,0,1,0,0
M,Y,Y,1,75300.0,Working,Secondary,Single,House / apartment,49.2,1.9,0,1,1,2,0,0
M,N,Y,1,53200.0,Working,Secondary,Married,With parents,21.2,9.6,0,1,1,3,2,1
M,Y,Y,0,101800.0,Commercial associate,Secondary,Married,House / apartment,25.7,5.9,0,0,0,1,1,0
F,Y,N,0,164500.0,Working,Secondary,Married,Co-op apartment,48.7,0.8,0,1,0,1,0,0
M,Y,N,1,124100.0,Working,Secondary,Married,House / apartment,27.3,5.0,0,1,0,3,0,0
F,N,Y,1,144100.0,Commercial associate,Incomplete higher,Married,House / apartment,37.2,13.6,1,0,0,2,2,0
F,N,Y,1,68200.0,Working,Secondary,Married,House / apartment,42.3,2.1,1,1,1,3,1,1
M,Y,Y,0,42600.0,Working,Higher education,Married,House / apartment,50.5,6.5,1,1,0,2,0,0
F,Y,Y,0,26900.0,Working,Incomplete higher,Married,House / apartment,36.6,0.3,0,1,1,1,0,1
M,Y,Y,0,26000.0,Working,Secondary,Married,House / apartment,45.4,10.8,1,0,0,1,0,0
F,Y,Y,1,66100.0,Working,Secondary,Widow,House / apartment,26.4,1.4,0,1,0,3,0,0
M,N,N,1,94200.0,Working,Secondary,Married,House / apartment,46.5,5.6,0,0,1,2,0,0
F,N,Y,3,111500.0,State servant,Secondary,Civil marriage,House / apartment,30.0,4.5,0,1,0,4,0,0
F,N,Y,1,82600.0,Commercial associate,Secondary,Single,House / apartment,24.8,4.8,0,0,1,2,1,0
F,N,Y,0,51000.0,Working,Secondary,Married,House / apartment,62.7,1.8,0,0,0,1,2,1
F,N,Y,1,101400.0,Working,Secondary,Widow,Co-op apartment,60.1,4.9,0,0,0,3,0,0
F,Y,Y,0,40200.0,Working,Academic degree,Single,With parents,41.6,5.5,0,1,0,1,0,0
F,N,Y,2,42100.0,Commercial associate,Secondary,Single,With parents,57.0,3.3,1,1,0,4,0,0
F,N,N,0,99400.0,Working,Secondary,Married,House / apartment,36.4,6.0,1,1,0,2,0,0
F,N,Y,0,39500.0,Working,Secondary,Married,House / apartment,38.5,1.3,0,1,1,2,1,1
M,N,Y,0,49900.0,Pensioner,Secondary,Married,House / apartment,38.1,0.0,0,1,0,2,1,0
F,N,N,1,44900.0,Working,Secondary,Married,House / apartment,30.0,7.6,0,1,0,3,0,0
F,Y,N,1,79600.0,Working,Incomplete higher,Civil marriage,House / apartment,21.0,,1,0,0,3,1,0
F,Y,N,1,98100.0,Pensioner,Secondary,Separated,With parents,36.6,0.0,0,1,1,2,2,0
M,N,Y,0,99400.0,Commercial associate,Secondary,Married,House / apartment,54.3,1.1,0,0,0,1,0,0
F,N,Y,0,54700.0,Working,Secondary,Single,House / apartment,43.0,5.7,1,1,0,2,0,0
M,N,N,0,67200.0,Commercial associate,Secondary,Single,House / apartment,49.0,0.8,0,1,1,2,2,1
F,Y,Y,0,105600.0,Working,Secondary,Married,House / apartment,44.3,4.2,1,1,1,1,1,0
M,N,N,0,56100.0,Commercial associate,Secondary,Married,With parents,30.7,1.4,0,1,1,2,1,0
F,N,Y,0,46300.0,Working,Secondary,Married,House / apartment,42.7,1.3,0,1,1,2,0,1
F,N,Y,0,53100.0,Pensioner,Secondary,Single,House / apartment,36.3,0.0,1,1,0,2,1,1
M,N,Y,2,54000.0,State servant,Secondary,Civil marriage,House / apartment,28.3,2.7,0,0,0,4,1,0
F,Y,Y,0,74300.0,State servant,Secondary,Married,House / apartment,50.1,12.1,0,1,1,2,0,0
M,N,N,0,72200.0,Pensioner,Secondary,Married,House / apartment,25.6,0.0,0,0,1,2,2,1
F,N,N,0,67300.0,Commercial associate,Academic degree,Single,House / apartment,32.8,9.1,0,1,1,2,1,0
F,N,Y,1,49000.0,Working,Secondary,Single,House / apartment,64.4,0.7,0,1,0,3,1,0
F,Y,Y,1,45900.0,Working,Higher education,Married,House / apartment,47.7,2.3,0,1,0,2,2,1
F,N,Y,0,101200.0,Commercial associate,Secondary,Married,House / apartment,42.7,3.0,1,1,0,2,2,0
F,N,N,0,86800.0,Pensioner,Secondary,Civil marriage,Co-op apartment,21.0,0.0,0,0,1,2,1,1
M,N,Y,1,58800.0,Working,Secondary,Married,House / apartment,38.7,6.6,1,1,1,3,0,0
M,N,Y,2,71100.0,State servant,Secondary,Married,House / apartment,27.2,4.0,0,1,1,4,2,0
F,Y,Y,1,134100.0,Pensioner,Secondary,Civil marriage,House / apartment,39.1,0.0,0,0,1,2,0,0
F,N,N,1,70500.0,State servant,Secondary,Married,House / apartment,37.9,8.6,0,1,0,3,0,0
F,N,Y,0,72900.0,Pensioner,Higher education,Civil marriage,House / apartment,30.6,0.0,0,1,1,2,2,1
F,N,N,1,157000.0,Working,Higher education,Married,House / apartment,52.9,4.6,0,0,1,3,0,0
M,Y,Y,0,124900.0,Working,Secondary,Married,Rented apartment,50.5,0.3,0,1,0,2,2,0
F,Y,N,1,53100.0,Working,Secondary,Married,House / apartment,27.6,1.9,1,1,0,3,0,0
M,N,Y,0,124900.0,Working,Incomplete higher,Married,House / apartment,57.3,8.2,0,1,0,2,0,0
F,Y,Y,0,67200.0,Commercial associate,Higher education,Married,House / apartment,27.4,2.9,0,1,1,2,1,0
M,N,Y,0,43200.0,Pensioner,Secondary,Single,House / apartment,58.3,0.0,1,0,1,2,2,1
M,Y,N,0,140400.0,Pensioner,Higher education,Married,House / apartment,37.7,0.0,0,0,1,1,0,0
M,N,Y,1,51300.0,Commercial associate,Secondary,Separated,House / apartment,35.6,14.3,0,1,0,3,2,0
M,N,N,0,56700.0,Working,Secondary,Married,House / apartment,56.4,2.2,0,1,0,2,1,0
F,N,N,0,60400.0,Working,Secondary,Married,House / apartment,38.2,3.5,0,0,0,2,0,0
M,Y,Y,0,202500.0,Working,Higher education,Married,House / apartment,52.1,0.4,1,1,0,2,0,0
M,Y,N,0,45400.0,Working,Incomplete higher,Single,House / apartment,25.7,9.8,1,0,0,2,0,0
M,Y,N,0,54100.0,Working,Incomplete higher,Married,House / apartment,40.3,2.4,0,1,0,2,1,1
M,N,N,1,61600.0,Working,Secondary,Married,Municipal apartment,45.2,7.7,1,1,1,3,1,0
M,N,N,0,95200.0,Working,Incomplete higher,Separated,House / apartment,53.2,0.0,0,1,1,2,1,0
M,N,N,0,70600.0,Working,Secondary,Married,House / apartment,47.8,12.1,0,1,0,2,2,0
F,N,Y,0,52400.0,Commercial associate,Secondary,Married,House / apartment,40.5,21.4,0,0,1,1,0,0
F,N,N,0,99900.0,Working,Secondary,Married,House / apartment,45.2,3.8,1,1,0,2,0,0
F,Y,N,1,144100.0,Working,Secondary,Single,Rented apartment,32.0,4.0,0,1,1,3,0,0
F,Y,Y,0,32500.0,Working,Secondary,Married,House / apartment,46.6,5.7,0,1,0,1,2,1
M,N,Y,1,52000.0,State servant,Secondary,Civil marriage,House / apartment,45.3,22.2,0,1,0,2,2,0
F,Y,N,1,94500.0,Working,Incomplete higher,Single,House / apartment,31.4,4.9,1,1,0,2,1,0
F,N,Y,0,39500.0,Commercial associate,Secondary,Single,House / apartment,41.4,0.5,0,1,0,1,0,0
F,Y,Y,1,67700.0,Commercial associate,Secondary,Married,House / apartment,48.5,5.0,1,1,0,3,2,1
M,Y,Y,0,138000.0,Commercial associate,Incomplete higher,Widow,House / apartment,66.9,3.3,0,1,1,1,0,0
M,N,N,1,99800.0,State servant,Secondary,Married,House / apartment,53.0,8.6,0,1,1,3,1,0
M,N,Y,0,94900.0,Working,Secondary,Married,With parents,42.5,2.2,0,1,0,2,1,0
M,N,N,3,106300.0,Working,Higher education,Married,House / apartment,43.1,15.5,0,1,0,5,1,0
F,N,Y,0,86000.0,Working,Secondary,Single,House / apartment,38.4,9.7,0,0,0,2,2,0
F,Y,N,0,61800.0,Commercial associate,Higher education,Married,House / apartment,41.2,2.4,0,1,0,2,1,1
F,Y,Y,1,118500.0,Working,Secondary,Married,House / apartment,48.5,2.6,1,0,0,2,1,0
F,N,N,1,57600.0,Working,Higher education,Civil marriage,House / apartment,48.3,4.4,0,1,1,2,1,1
F,N,Y,1,67500.0,Commercial associate,Secondary,Married,House / apartment,39.1,0.6,1,1,1,2,0,0
F,Y,Y,2,32000.0,Commercial associate,Secondary,Married,House / apartment,27.9,7.0,0,1,1,3,1,0
F,N,Y,1,57600.0,Working,Secondary,Single,House / apartment,37.6,5.6,0,1,0,3,0,0
M,N,N,0,76100.0,Commercial associate,Secondary,Single,House / apartment,30.8,2.3,0,0,1,1,2,0
M,Y,N,1,74100.0,Commercial associate,Higher education,Married,House / apartment,26.6,6.1,0,1,1,3,0,0
M,N,Y,1,116100.0,Working,Incomplete higher,Married,House / apartment,46.7,0.6,0,1,0,3,0,0
F,N,N,1,58800.0,Working,Higher education,Separated,With parents,43.8,18.2,1,1,0,3,2,0
F,Y,N,1,59900.0,Commercial associate,Secondary,Married,House / apartment,29.9,0.4,0,1,1,3,0,0
M,N,Y,0,55800.0,Commercial associate,Incomplete higher,Married,House / apartment,36.4,2.4,0,1,1,2,0,0
F,N,Y,1,82500.0,Working,Secondary,Civil marriage,With parents,43.4,21.1,1,1,1,2,1,0
M,N,Y,0,158400.0,Working,Secondary,Married,House / apartment,42.8,3.0,0,1,1,2,1,0
F,N,Y,1,23000.0,Commercial associate,Secondary,Married,House / apartment,44.8,13.0,1,1,1,2,0,0
M,Y,N,0,57300.0,State servant,Secondary,Married,House / apartment,31.6,1.0,0,1,0,1,2,1
M,Y,Y,1,61400.0,Commercial associate,Higher education,Married,House / apartment,43.9,0.4,1,1,1,2,2,0
F,N,Y,0,25200.0,Working,Secondary,Civil marriage,House / apartment,39.5,0.7,0,1,0,1,0,0
M,N,N,1,68700.0,Working,Secondary,Married,House / apartment,48.5,21.5,1,0,1,2,0,0
M,Y,N,1,61300.0,Pensioner,Higher education,Married,House / apartment,51.8,0.0,0,0,1,3,1,1
M,Y,Y,1,58700.0,Working,Incomplete higher,Separated,House / apartment,70.0,6.3,0,1,1,3,1,0
F,N,Y,1,42100.0,State servant,Higher education,Married,House / apartment,54.4,3.5,0,0,0,3,0,0
F,N,Y,0,70000.0,State servant,Secondary,Single,House / apartment,41.4,11.8,0,0,0,2,1,0
M,Y,N,1,40800.0,Working,Secondary,Married,Co-op apartment,39.6,2.1,0,1,0,3,3,1
F,N,N,0,48000.0,State servant,Secondary,Single,House / apartment,29.7,0.2,1,1,0,1,2,1
F,Y,Y,0,66200.0,Working,Secondary,Married,House / apartment,30.0,8.3,1,0,1,2,1,0
M,Y,Y,0,121900.0,Pensioner,Incomplete higher,Married,House / apartment,43.0,0.0,0,1,0,2,0,0
M,Y,Y,0,89800.0,Working,Incomplete higher,Married,House / apartment,43.3,3.4,0,0,0,2,1,0
M,N,N,2,99400.0,Working,Incomplete higher,Single,Rented apartment,69.4,2.3,1,1,1,4,1,0
M,N,Y,1,195000.0,Commercial associate,Secondary,Single,House / apartment,32.0,13.8,1,0,1,3,2,0
F,N,N,0,91100.0,Pensioner,Higher education,Single,House / apartment,30.9,0.0,0,0,1,2,0,0
M,Y,Y,0,43300.0,Working,Incomplete higher,Married,House / apartment,42.8,0.9,1,0,0,2,0,1
F,N,N,0,55200.0,Commercial associate,Secondary,Married,House / apartment,34.5,0.1,0,1,1,1,1,0
F,Y,Y,0,47600.0,Working,Secondary,Single,House / apartment,44.3,0.5,1,1,0,2,1,0
M,N,Y,1,68300.0,Working,Higher education,Single,House / apartment,34.8,11.7,0,1,0,3,1,0
F,N,Y,0,59500.0,Working,Secondary,Single,House / apartment,36.9,9.5,1,0,1,1,0,1
M,Y,Y,0,45600.0,Working,Academic degree,Married,House / apartment,44.7,0.6,1,1,0,2,1,0
F,Y,Y,0,116100.0,Working,Secondary,Married,House / apartment,33.8,9.1,0,1,1,2,1,0
F,N,Y,1,120300.0,Working,Higher education,Married,House / apartment,36.0,6.1,0,0,0,2,0,0
F,N,Y,1,80000.0,Working,Higher education,Married,House / apartment,45.8,2.9,0,0,0,3,1,0
F,Y,Y,0,44300.0,Working,Secondary,Separated,House / apartment,40.5,0.5,0,0,0,1,0,0
M,N,Y,1,77700.0,Working,Higher education,Single,House / apartment,33.0,5.5,0,1,0,2,1,0
F,Y,N,1,53900.0,State servant,Secondary,Married,House / apartment,34.7,11.0,0,1,1,2,1,0
F,Y,N,1,139100.0,Working,Secondary,Married,House / apartment,51.5,3.3,0,0,0,3,0,0
F,N,Y,1,40200.0,State servant,Secondary,Married,House / apartment,43.4,3.3,0,0,1,3,1,0
F,N,Y,2,101600.0,Commercial associate,Secondary,Separated,House / apartment,36.0,10.5,0,0,0,3,1,0
F,Y,N,0,100500.0,Commercial associate,Higher education,Separated,House / apartment,49.5,1.4,0,0,1,2,0,0
M,Y,Y,0,114500.0,Commercial associate,Incomplete higher,Married,House / apartment,44.8,1.1,0,1,0,1,1,0
M,N,Y,0,80700.0,Pensioner,Secondary,Single,House / apartment,54.9,0.0,1,0,0,2,0,0
F,N,Y,0,62000.0,Working,Secondary,Married,House / apartment,49.7,6.4,0,1,1,2,4,0
M,N,Y,0,242000.0,Working,Secondary,Married,House / apartment,52.8,14.6,0,0,0,1,0,0
F,N,Y,1,47200.0,Commercial associate,Higher education,Single,Co-op apartment,36.3,2.4,0,1,1,3,0,0
F,N,N,2,104700.0,Commercial associate,Lower secondary,Single,House / apartment,30.2,1.4,0,0,1,4,1,0
M,Y,Y,0,73800.0,Pensioner,Secondary,Single,House / apartment,48.5,0.0,0,0,1,2,0,0
M,N,N,0,86800.0,Working,Secondary,Married,With parents,48.6,2.9,0,1,1,2,1,0
F,Y,N,2,86600.0,Commercial associate,Secondary,Married,House / apartment,38.8,16.7,0,0,0,4,2,0
M,N,N,1,42600.0,Commercial associate,Secondary,Married,House / apartment,28.5,15.0,1,0,1,3,1,1
F,N,Y,0,37400.0,Working,Higher education,Married,House / apartment,43.4,3.4,1,1,0,1,0,0
M,N,Y,0,38600.0,Working,Secondary,Married,House / apartment,44.3,3.2,0,1,0,1,2,0
F,N,Y,0,58500.0,Commercial associate,Higher education,Married,House / apartment,25.1,3.5,0,1,0,2,1,0
M,N,Y,0,82800.0,Pensioner,Incomplete higher,Married,House / apartment,44.1,0.0,1,0,1,2,0,0
F,N,N,1,51900.0,Working,Higher education,Married,With parents,52.7,4.8,0,1,0,3,0,0
F,N,Y,0,35700.0,Pensioner,Higher education,Single,House / apartment,25.5,0.0,0,0,0,2,1,1
F,N,N,1,115800.0,Working,Incomplete higher,Single,House / apartment,45.8,8.8,0,1,1,3,2,0
M,N,Y,0,33900.0,Working,Academic degree,Single,House / apartment,54.4,14.0,0,1,0,2,0,0
F,Y,N,1,93000.0,Working,Secondary,Married,With parents,55.1,7.6,0,0,0,3,0,0
F,N,Y,2,50200.0,Working,Secondary,Married,House / apartment,21.0,1.3,1,1,1,3,1,1
M,Y,Y,2,134400.0,Working,Secondary,Married,House / apartment,52.0,9.4,0,0,0,4,3,0
M,N,N,1,56200.0,Working,Higher education,Married,House / apartment,36.6,27.0,0,1,0,3,1,0
M,N,Y,2,30300.0,Commercial associate,Secondary,Married,House / apartment,35.3,6.9,0,0,1,4,0,0
F,Y,Y,0,71700.0,Pensioner,Secondary,Married,House / apartment,67.6,0.0,0,1,0,1,1,1
F,Y,Y,0,48000.0,Working,Secondary,Single,House / apartment,42.4,0.0,0,1,1,1,2,0
F,Y,Y,0,109700.0,Working,Higher education,Widow,House / apartment,35.8,,0,0,1,1,0,0
M,Y,Y,1,86200.0,Working,Secondary,Married,House / apartment,48.8,3.8,0,0,1,2,2,0
M,N,Y,0,53400.0,Commercial associate,Secondary,Civil marriage,House / apartment,58.5,14.4,0,1,0,1,1,0
F,N,Y,0,44300.0,Working,Secondary,Married,House / apartment,41.9,5.8,1,0,1,2,2,1
F,N,N,0,42200.0,Working,Higher education,Single,House / apartment,34.1,2.0,1,1,0,2,0,0
F,Y,Y,0,54600.0,State servant,Secondary,Single,House / apartment,41.0,7.1,0,0,0,2,2,1
M,Y,N,0,144600.0,Pensioner,Secondary,Separated,House / apartment,52.0,0.0,0,1,0,2,0,0
F,N,Y,0,68100.0,Working,Higher education,Married,House / apartment,36.6,1.4,1,0,1,2,1,0
M,N,N,1,,Working,Secondary,Married,Municipal apartment,52.0,8.2,0,0,0,3,2,0
M,N,Y,1,34900.0,Working,Secondary,Married,House / apartment,38.5,2.1,0,0,0,3,1,0
F,Y,Y,0,28000.0,Pensioner,Secondary,Married,House / apartment,21.0,0.0,0,0,0,1,0,1
F,Y,Y,0,45600.0,Commercial associate,Secondary,Separated,House / apartment,56.7,4.1,1,1,0,2,0,1
F,Y,Y,2,,Working,Higher education,Single,House / apartment,43.7,6.4,0,0,0,4,1,0
M,N,N,1,63300.0,Commercial associate,Secondary,Single,House / apartment,51.6,9.3,0,1,1,3,1,1
M,N,N,2,114100.0,Working,,Married,House / apartment,43.3,2.2,0,1,0,3,1,0
F,N,Y,1,137600.0,Working,Higher education,Separated,House / apartment,40.4,3.3,0,1,0,3,0,0
F,N,N,1,45300.0,Working,Higher education,Married,House / apartment,48.1,4.9,0,0,0,3,2,0
M,N,Y,0,111000.0,Working,Secondary,Married,House / apartment,38.3,0.5,0,0,0,1,2,0
M,N,Y,0,146400.0,Working,Secondary,Civil marriage,House / apartment,59.9,1.3,0,1,0,2,0,0
M,N,N,0,122600.0,Working,Higher education,Married,House / apartment,39.7,2.8,1,1,1,2,2,0
F,N,Y,1,33000.0,Working,Higher education,Married,Municipal apartment,60.0,1.9,0,1,0,2,0,1
M,N,Y,1,28900.0,Working,Secondary,Married,Municipal apartment,46.7,3.8,1,1,1,2,1,1
M,Y,Y,0,58400.0,Pensioner,Higher education,Single,With parents,21.0,0.0,0,1,0,2,2,1
M,Y,Y,0,59600.0,Working,Secondary,Single,House / apartment,29.1,4.7,1,0,1,2,0,0
M,N,Y,2,111500.0,Working,Secondary,Married,House / apartment,49.3,8.9,0,1,0,4,1,0
M,N,Y,0,45100.0,Commercial associate,Secondary,Single,House / apartment,29.9,5.9,0,1,0,1,1,1
F,N,N,1,90000.0,Pensioner,Secondary,Single,House / apartment,25.1,0.0,0,1,0,3,0,0
M,N,Y,1,42500.0,Pensioner,Secondary,Separated,House / apartment,54.1,0.0,0,1,0,2,2,1
F,Y,Y,0,86900.0,Working,Secondary,Married,With parents,22.5,6.1,1,1,0,2,0,0
M,N,N,1,58200.0,Working,Secondary,Single,House / apartment,48.6,1.4,1,0,0,3,1,0
F,N,Y,0,87500.0,Commercial associate,Secondary,Single,House / apartment,36.0,2.3,0,1,1,2,0,0
F,Y,Y,0,61000.0,Commercial associate,Secondary,Married,House / apartment,47.7,9.5,0,0,1,1,2,0
F,Y,N,1,24300.0,Working,,Married,House / apartment,42.9,1.5,0,1,0,2,1,1
F,N,N,0,94300.0,Pensioner,Higher education,Married,House / apartment,21.0,0.0,0,1,1,1,0,1
M,Y,Y,0,131300.0,Working,Secondary,Married,House / apartment,36.5,0.6,1,1,1,2,0,0
M,Y,N,0,48200.0,State servant,Higher education,Married,Co-op apartment,37.3,3.2,0,0,0,1,4,1
F,Y,N,0,109600.0,Pensioner,Secondary,Married,House / apartment,44.5,0.0,1,1,1,1,2,1
F,N,Y,1,53800.0,Commercial associate,Secondary,Married,House / apartment,43.5,18.5,0,1,0,3,0,0
F,N,Y,0,37200.0,State servant,Secondary,Married,House / apartment,37.3,17.6,0,1,1,1,0,0
F,N,Y,0,53900.0,Commercial associate,Lower secondary,Married,House / apartment,27.5,5.4,0,0,1,1,0,0
F,N,Y,0,66700.0,Working,Secondary,Single,House / apartment,45.3,2.1,1,0,0,1,1,0
F,N,Y,0,37800.0,Working,Secondary,Civil marriage,House / apartment,49.6,2.6,0,1,0,1,1,1
M,Y,N,0,143600.0,Working,Secondary,Married,House / apartment,43.6,1.4,1,1,1,2,1,0
F,Y,N,0,34000.0,Working,Incomplete higher,Married,House / apartment,37.6,0.6,1,0,1,1,2,1
F,Y,Y,1,55800.0,Pensioner,Academic degree,Married,House / apartment,35.9,0.0,1,1,0,2,0,1
M,Y,Y,0,46100.0,Working,Secondary,Married,House / apartment,29.9,3.8,0,0,0,2,0,0
F,Y,Y,1,143900.0,Working,Secondary,Married,With parents,42.7,0.2,0,1,0,2,1,0
M,Y,Y,0,34400.0,Commercial associate,Secondary,Single,House / apartment,42.1,16.8,0,1,1,2,2,1
F,Y,Y,0,110500.0,Pensioner,Secondary,Married,House / apartment,49.2,0.0,0,0,1,2,0,0
M,N,Y,0,80700.0,Working,Secondary,Single,With parents,33.1,1.1,0,1,0,2,0,0
F,Y,N,0,39200.0,Working,Higher education,Single,House / apartment,41.3,3.2,1,0,1,2,0,0
F,N,Y,1,61300.0,Working,Higher education,Married,House / apartment,25.5,2.8,0,0,1,3,2,0
M,N,Y,0,66800.0,Commercial associate,Secondary,Married,House / apartment,36.3,10.8,0,1,1,2,0,0
F,Y,Y,1,98000.0,Working,Secondary,Married,House / apartment,33.8,0.8,0,1,0,3,1,0
F,N,N,0,53000.0,Commercial associate,Secondary,Married,House / apartment,51.6,3.4,0,1,1,2,0,0
F,N,Y,0,100300.0,Working,,Married,House / apartment,58.8,7.5,1,1,1,1,0,0
